행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
제12회 홍성군 풍물연합회 발표회,광천문예회관,공연,2023-11-25,2023-11-25,14:00,18:00,무료,홍성군 풍물연합회,홍성군 풍물연합회,041-630-1778,충청남도+충청남도 홍성군,450,0,,,,,,Y,충청남도 홍성군 광천읍 광천로 342,충청남도 홍성군 광천읍 신진리 411-2,,,2023-12-26,4600000,충청남도 홍성군
별의 아이-역재방죽의 비밀을 찾아서,나빌레라 소극장,연극,2023-12-09,2023-12-09,14:00,15:00,무료,창작집단 나빌레라,창작집단 나빌레라,041-630-1778,충청남도+충청남도 홍성군,0,0,,,,,,N,충청남도 홍성군 홍성읍 조양로143번길 38,충청남도 홍성군 홍성읍 오관리 296-19,,,2023-12-26,4600000,충청남도 홍성군
제1회 우리그림 전통 민화전,홍주문화회관,전시회,2023-12-20,2023-12-26,09:00,18:00,무료,홍성궁중채색민화협회,홍성궁중채색민화협회,041-630-1778,충청남도+충청남도 홍성군,600,0,,,,,,Y,충청남도 홍성군 홍성읍 내포로 164,충청남도 홍성군 홍성읍 옥암리 125-1,,,2023-12-26,4600000,충청남도 홍성군
제3회 홍성 예술제,더힐링식물원,"시상식,공연",2023-12-09,2023-12-09,11:00,14:00,무료,사)한국예술문화단체총연합회 홍성지회,사)한국예술문화단체총연합회 홍성지회,041-630-1778,충청남도+충청남도 홍성군,250,0,,,,,,Y,충청남도 홍성군 홍동면 충절로344번길 62-55,충청남도 홍성군 홍동면 금당리 223-5,,,2023-12-26,4600000,충청남도 홍성군
별빛물빛 콘서트 in양평(손성제 Re:turning),양평생활문화센터,손성제 Re:turning(한국을 대표하는 색소포니스트이자 세계적 재즈레이블 ECM Records 소속 아티스트로 그가 결성한 Re:turning 앙상블의 명곡의 재해석 공연입니다.),2023-09-09,2023-09-09,15:00,16:00,무료,(재)양평문화재단,(재)양평문화재단,031-774-2610,경기도 양평군청,110,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
조선딴스홀,양평생활문화센터,모던 청춘아지트 조선딴스홀(배우와 관객들이 함께 호흡하며 만들어 나가는 딴스극(연극) ‘1930년대 딴스홀;로 여러분을 초대합니다.),2023-09-23,2023-09-23,14:00,15:00,무료,(재)양평문화재단,(재)양평문화재단,031-773-2612,경기도 양평군청,110,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
별빛물빛 콘서트 in양평(최진호&염유리),양평생활문화센터,최진호&염유리(최근 성악 붐을 타고 혜성같이 나타난 최진호와 염유리의 클래식과 크로스오버 장르를 넘나드는 음악회입니다.),2023-10-14,2023-10-14,15:00,16:00,무료,(재)양평문화재단,(재)양평문화재단,031-773-2612,경기도 양평군청,110,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
양강섬예술축제,양강섬,"<페스티벌 다다>‘예술이 함께 꽃피는 양강섬’을 주제로 지역주민들에게 공연 및 시각예술 뿐만 아니라 예술마켓, 예술 체험, 예술피크닉 등 다양한 프로그램을 제공해 소통과 문화 교류의 장으로 마련합니다.",2023-10-21,2023-10-21,12:00,18:00,무료,(재)양평문화재단,(재)양평문화재단,031-773-2612,경기도 양평군청,0,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
2023 생활문화페스타 in 양평,양평생활문화센터,생활문화 동아리(12팀) 공연 및 체험부스 등,2023-11-04,2023-11-04,13:00,17:00,무료,(재)양평문화재단,(재)양평문화재단,031-773-2612,경기도 양평군청,0,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
별빛 물빛 콘서트 in 양평(악기야 놀자),양평생활문화센터,어린이 대상 금관 5중주 체험공연,2023-11-18,2023-11-18,15:00,16:00,무료,(재)양평문화재단,(재)양평문화재단,031-773-2612,경기도 양평군청,0,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
별빛 물빛 콘서트 in 양평(첼로콘서트),양평생활문화센터,송영훈 외 첼로 4중주 송년 콘서트,2023-12-02,2023-12-02,15:00,16:00,무료,(재)양평문화재단,(재)양평문화재단,031-773-2612,경기도 양평군청,0,무료,전연령,,,http://www.ypcf.or.kr,,N,"경기도 양평군 양평읍 문화복지길 2, 1층",경기도 양평군 양평읍 양근리 543,37.4970939,127.4839977,2023-12-31,4170000,경기도 양평군
유아체험전 <모래랑 빛이랑>,안성맞춤아트홀 전시실,유아체험전,2018-07-10,2018-09-01,10:00,17:00,유료,경기도 안성시청 문화체육관광과,경기도 안성시청,031-660-0666,경기도 안성시청,,아이 12000+어른 7000,만 24개월 이상,단체 20인 이상 6000원+24개월 미만 유아 보호자 동반시 무료 입장 가능,,www.anseong.go.kr/arthall,,Y,경기도 안성시 발화대길 21,경기도 안성시 현수동 619,,,2023-12-07,4080000,경기도 안성시
2023년 지역문화예술지원사업 ’2023 출향작가와 함꼐하는 홍주 展(전)’,홍주문화회관,기획전시,2023-09-15,2023-09-21,09:00,18:00,무료,홍성창작미술협회,홍성창작미술협회,041-630-8840,충청남도 홍성군+홍주문화관광재단,300,0,,,,https://hongju.or.kr/,,Y,충청남도 홍성군 홍성읍 내포로 164,충청남도 홍성군 홍성읍 옥암리 125-1,,,2023-12-26,4600000,충청남도 홍성군
주민과 함께하는 국악한마당,장곡면 지정리2리 느티나무,공연,2023-09-16,2023-09-16,10:00,14:00,무료,(사)한국문화예술단체총연합회 홍성지회,(사)한국문화예술단체총연합회 홍성지회,041-631-2615,충청남도 홍성군,0,0,,,,,,N,충청남도 홍성군 장곡면 홍장남로144번길 144,충청남도 홍성군 장곡면 지정리 244-1,,,2023-12-26,4600000,충청남도 홍성군
작은 음악회,홍주읍성 일원,음악회,2023-09-16,2023-09-16,17:30,19:00,무료,(사)한국문화예술단체총연합회 홍성지회,(사)한국문화예술단체총연합회 홍성지회,041-631-2615,충청남도 홍성군,30,0,,,,,,N,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 411-7,,,2023-12-26,4600000,충청남도 홍성군
홍성문협과 함께하는 낭독의 밤,홍주읍성 일원,낭독회,2023-09-16,2023-09-16,19:30,20:30,무료,(사)한국문화예술단체총연합회 홍성지회,(사)한국문화예술단체총연합회 홍성지회,041-631-2615,충청남도 홍성군,30,0,,,,,,N,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 411-7,,,2023-12-26,4600000,충청남도 홍성군
트롯음악회,홍주읍성 일원,음악회,2023-09-17,2023-09-17,14:00,15:00,무료,(사)한국문화예술단체총연합회 홍성지회,(사)한국문화예술단체총연합회 홍성지회,041-631-2615,충청남도 홍성군,30,0,,,,,,N,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 411-7,,,2023-12-26,4600000,충청남도 홍성군
한소리풍물단 제2회 공연,홍주문화회관,공연,2023-09-19,2023-09-19,19:00,21:30,무료,한소리풍물,한소리풍물단,041-630-1778,충청남도+충청남도 홍성군,600,0,,,,,,Y,충청남도 홍성군 홍성읍 내포로 164,충청남도 홍성군 홍성읍 옥암리 125-1,,,2023-12-26,4600000,충청남도 홍성군
홍주골마당예술제,홍북읍 내포 홍예공원,기획행사,2023-09-23,2023-09-23,19:00,21:00,무료,홍성문화연대,홍성문화원,041-632-3613,충청남도 홍성군,0,0,,,,http://hs.cnkccf.or.kr/,,Y,충청남도 홍성군 홍성읍 충절로951번길 16,충청남도 홍성군 홍성읍 고암리 689-4,,,2023-12-26,4600000,충청남도 홍성군
우리동네 열린음악회,내포 효성아파트 중앙광장,공연,2023-09-23,2023-09-23,19:00,20:30,무료,아리랑뮤직,아리랑뮤직,041-630-1778,충청남도+충청남도 홍성군,0,0,,,,,,N,충청남도 홍성군 홍북읍 신대로 54,충청남도 홍성군 홍북읍 신경리 1169,,,2023-12-26,4600000,충청남도 홍성군
2023년 생활문화지원사업 ’홍성군 청소년 동아리 연합 버스킹’,홍성군 일원,기획공연,2023-09-23,2023-09-23,09:00,18:00,무료,청소년 공연문화단체,청소년 공연문화단체,041-630-8840,충청남도 홍성군+홍주문화관광재단,50,0,,,,https://hongju.or.kr/,,N,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 98,,,2023-12-26,4600000,충청남도 홍성군
추석맞이 콩쿨대회,홍성군청 홍주읍성 일원,기획행사,2023-09-29,2023-09-29,19:00,21:00,무료,홍성문화원,홍성문화원,041-632-3613,충청남도 홍성군,0,0,,,,http://hs.cnkccf.or.kr/,,Y,충청남도 홍성군 홍성읍 아문길 27,충청남도 홍성군 홍성읍 오관리 98,,,2023-12-26,4600000,충청남도 홍성군
별난콘서트-항구의 추억,남당항 특설무대,공연,2023-09-30,2023-09-30,14:00,15:30,무료,충남예술진흥회 홍성지부,충남예술진흥회 홍성지부,041-630-1778,충청남도+충청남도 홍성군,0,0,,,,,,N,충청남도 홍성군 서부면 남당항로 171,충청남도 홍성군 남장리 864,,,2023-12-26,4600000,충청남도 홍성군
홍성군민과 함께하는 클래식 페스티벌,홍주문화회관,음악회,2023-10-05,2023-10-05,19:00,20:30,무료,(사)한국음악협회 충청남도지회,(사)한국음악협회 충청남도지회,041-630-1778,충청남도+충청남도 홍성군,600,0,,,,,,Y,충청남도 홍성군 홍성읍 내포로 164,충청남도 홍성군 홍성읍 옥암리 125-1,,,2023-12-26,4600000,충청남도 홍성군
전통혼례식,홍성문화원,기획행사,2023-10-06,2023-10-06,11:00,13:00,무료,홍성문화원,홍성문화원,041-632-3613,충청남도+충청남도 홍성군,0,0,,,,http://hs.cnkccf.or.kr/,,Y,충청남도 홍성군 홍성읍 충절로951번길 16,충청남도 홍성군 홍성읍 고암리 689-4,,,2023-12-26,4600000,충청남도 홍성군
2023찾아가는 거리예술제 ’홍주 옛 사진전’,이응노생가기념관 연꽃연못길,전시회,2023-10-11,2023-10-22,13:00,18:00,무료,(사)한국사진작가협회 홍성지부,(사)한국예총 홍성지회,041-631-2615,충청남도 홍성군,,0,,,,,,Y,충청남도 홍성군 홍북읍 이응노로 61-7,충청남도 홍성군 홍북읍 중계리 383,,,2023-12-26,4600000,충청남도 홍성군
우리동네 열린음악회,서부초등학교 체육관,공연,2023-10-11,2023-10-11,14:00,15:30,무료,아리랑뮤직,아리랑뮤직,041-630-1778,충청남도+충청남도 홍성군,0,0,,,,,,N,충청남도 홍성군 서부면 서부로 505,충청남도 홍성군 서부면 이호리 235,,,2023-12-26,4600000,충청남도 홍성군
2023찾아가는 거리예술제 ’신나는 트롯여행’,광천전통시장,기획공연,2023-10-14,2023-10-14,10:00,12:00,무료,(사)한국연예예술인협회 홍성지부,(사)한국예총 홍성지회,041-631-2615,충청남도 홍성군,,0,,,,,,Y,충청남도 홍성군 광천읍 광천로285번길 8-16,충청남도 홍성군 광천읍 광천리 230,,,2023-12-26,4600000,충청남도 홍성군
2023 비전 청소년 아트 페스티벌 학생 미술 실기대회,홍예공원 야외공연장,기획행사,2023-10-14,2023-10-14,09:00,14:00,무료,내포미술협회,내포미술협회,041-630-1778,충청남도+충청남도 홍성군,50,0,,,,,,Y,충청남도 홍성군 홍북읍 홍예공원로 38,충청남도 홍성군 홍북읍 신경리 886,,,2023-12-26,4600000,충청남도 홍성군
토요상설무대 프러포즈 뮤지컬 갈라콘서트,삼천포대교공원,뮤지컬,2023-08-19,2023-08-19,19:00,21:00,무료,사천문화재단,경상남도 사천시청,,,,,,,,,, ,경상남도 사천시 사천대로 35,,,,2023-11-23,5340000,경상남도 사천시
뮤지컬 청춘연가,대가야문화누리,공연,2023-11-07,2023-11-12,09:00,22:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
평생학습 발표회,대가야문화누리,행사 및 교육,2023-11-08,2023-11-08,09:00,18:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
야행,대가야문화누리,행사 및 교육,2023-11-09,2023-11-11,09:00,22:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
평생교육 중심도시 구축사업,대가야문화누리,행사 및 교육,2023-11-09,2023-11-09,09:00,18:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
5.18 강의,대가야문화누리,행사 및 교육,2023-11-11,2023-11-11,09:00,18:00,무료,경상북도 고령군 깨시민,경상북도 고령군 깨시민,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
오페라 돈조반니,대가야문화누리,공연,2023-11-14,2023-11-18,09:00,22:00,유료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
뮤지컬 레미제라블,대가야문화누리,공연,2023-11-21,2023-11-22,09:00,18:00,무료,경상북도교육청문화원,경상북도교육청문화원,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
미라클 합창단,대가야문화누리,공연,2023-11-25,2023-11-25,09:00,22:00,무료,고령 문화원,고령 문화원,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
딸기 재배 교육,대가야문화누리,행사 및 교육,2023-11-24,2023-11-24,09:00,18:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
직장 성폭력예방교육,대가야문화누리,행사 및 교육,2023-11-28,2023-11-28,09:00,18:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
청년예술인 고령 프로젝트,대가야문화누리,공연,2023-11-28,2023-11-28,09:00,18:00,무료,경상북도 고령군,경상북도 고령군,,,,,,,,,,Y,경상북도 고령군 대가야읍 왕릉로 30,경상북도 고령군 대가야읍 지산리 308,35.72357555,128.2630942,2023-12-06,5200000,경상북도 고령군
